Name,Sector,Expert_S,P_S,A_S,D_C_S,L_S,Q4_R,Q3_R,Q2_R,Q1_R,Q4_PBT,Q3_PBT,Q2_PBT,Q1_PBT,Q4_NP,Q3_NP,Q2_NP,Q1_NP,Y_R,Y_NP,NTA,Goodwill,Cash,Debt,TD,NA,CR,QR,Cash_Ratio,ROA,DTA,ATR
klse: Focus Dynamics Group Bhd,Electrical Products,3.3,2.4,0.01,3.43,7.45,22158,11443,9279,10001,5945,3792,1230,-4690,4188,2329,748,-2886,52881,1986,0.02,90,16000,5750,33700,42500,1.38,0.74,0.28,0.046729412,0.792941176,1.244258824
klse: 7-Eleven Malaysia Holdings Bhd,Food and Beverages,2.3,3.6,0.01,0.01,5.48,677123,649731,619292,592730,24368,6208,19744,16104,12919,1033,11371,11347,2538876,41198,0.09,331740,157700,1190000,1790000,82760,0.55,0.23,0.13,0.49780087,21.62880619,30.67757371
klse: Ecobuilt Holdings Bhd,Telecommunications,4.4,3.9,4.34,4.38,4.87,40864,19478,44767,39262,1728,-6422,1065,2464,1125,-7049,1862,1810,144371,-1617,0.33,39330,17020,5690,57670,104530,1.77,1.77,0.32,-0.015469243,0.551707644,1.381144169
klse: Sapura Resources Bhd,Property Developer,4.6,1.7,7.81,5.26,3.53,11699,11843,11044,13273,-4977,-5431,-6400,-15444,-5815,-5066,-6230,-14025,47859,-32122,3.05,0,85160,31980,64610,413070,2.86,2.86,2.47,-0.077764059,0.156414167,0.115861718
klse: DGB Asia Bhd,Information Technology Services,2.5,0.1,0.01,4.04,5.8,1885,912,3691,311,-2567,54,-1910,-5402,-2451,54,-1910,-5387,6799,-9810,0.06,107040,10350,453,2650,49620,15,14.98,8.7,-0.197702539,0.053405885,0.137021362
klse: Serba Dinamik Holdings Bhd,Engineering,6.1,6.3,5.22,5.05,8,1481880,1437878,1278669,1360549,164839,166486,147685,139118,147996,147880,133720,140883,5558976,570232,0.79,118430,1420000,3750000,4460000,3080000,4.28,3.29,1.47,0.18514026,1.448051948,1.804862338
klse: OCK Group Bhd,Telecommunications,4.6,5,4.96,2.4,6.09,117235,108007,109186,123320,9558,7667,8390,10504,6531,6401,6578,7232,457748,29781,0.54,171900,103020,632210,785060,544390,1.32,1.11,0.34,0.054705266,1.442091148,0.840845717
klse: UEM Sunrise Bhd,Property Developer,5.3,3.1,7.7,3.33,6.97,217435,111957,195854,1162029,-21946,-99799,-8696,206034,-28872,-93357,-21937,126245,1687275,-19879,1.61,621410,1390000,4210000,6220000,7050000,1.53,0.78,0.36,-0.002819716,0.882269504,0.239329787
klse: South Malaysia Industries Bhd,Property Developer,4.5,1.4,6.43,3.6,6.48,16686,6778,12302,18111,-720,-12025,-896,-3414,-731,-11535,-4206,-2940,53877,-16899,0.81,0,10560,21450,47100,155480,2.1,1.59,0.55,-0.10868922,0.302932853,0.346520453
klse: Astro Malaysia Holdings Bhd,Broadcasting,4.7,6.4,2.03,4,6.3,1107046,1091006,1052894,1225644,206832,187460,96856,195906,164531,133649,73841,138919,4476590,514050,0.16,2013600,1140000,3820000,4960000,938400,0.96,0.96,0.55,0.547794118,5.285592498,4.770449702
klse: Iconic Worldwide Bhd,Forest Products,4.2,3.3,4.55,0.62,8.26,11664,4798,10680,8281,3029,1272,3366,2773,3029,1272,3366,2773,35423,10440,0.35,0,79810,368890,427580,353240,14.06,6.63,4.69,0.029554977,1.210451817,0.100280263
klse: Karex Bhd,Consumer,4.1,2.4,2.37,4.05,7.64,101733,91090,99153,109094,7013,4261,32,1093,4458,1426,-1134,102,401070,8372,0.48,97800,43620,57510,152080,478050,2.56,1.35,0.43,0.017512812,0.318125719,0.838970819
